School_ID,NAME_OF_SCHOOL,Street_Address,City,ZIP_Code,Network_Manager,CPS_Performance_Policy_Status,CPS_Performance_Policy_Level,HEALTHY_SCHOOL_CERTIFIED,Safety_Icon ,SAFETY_SCORE,Longitude,Latitude,COMMUNITY_AREA_NUMBER,COMMUNITY_AREA_NAME,Ward,Police_District
610038,Abraham Lincoln Elementary School,615 W Kemper Pl ,Chicago,60614,Fullerton Elementary Network,Not on Probation,Level 1,Yes,Very Strong,99,-87.64452163,41.92449696,7,LINCOLN PARK,43,18
610281,Adam Clayton Powell Paideia Community Academy Elementary School,7511 S South Shore Dr ,Chicago,60649,Skyway Elementary Network,Not on Probation,Level 1,No,Average,54,-87.55673627,41.76032435,43,SOUTH SHORE,7,4
610185,Adlai E Stevenson Elementary School,8010 S Kostner Ave ,Chicago,60652,Midway Elementary Network,Not on Probation,Level 2,No,Strong,61,-87.73170248,41.74711093,70,ASHBURN,13,8
609993,Agustin Lara Elementary Academy,4619 S Wolcott Ave ,Chicago,60609,Pershing Elementary Network,Not on Probation,Level 1,No,Average,56,-87.6721446,41.8097569,61,NEW CITY,20,9
610513,Air Force Academy High School,3630 S Wells St ,Chicago,60609,Southwest Side High School Network,Not on Probation,Not Enough Data,Yes,Average,49,-87.63279369,41.82814609,34,ARMOUR SQUARE,11,9
610212,Albany Park Multicultural Academy,4929 N Sawyer Ave ,Chicago,60625,O'Hare Elementary Network,Not on Probation,Level 1,No,Strong,66,-87.70962725,41.9711433,14,ALBANY PARK,39,17
609720,Albert G Lane Technical High School,2501 W Addison St ,Chicago,60618,North-Northwest Side High School Network,Not on Probation,Level 1,No,Very Strong,88,-87.69105603,41.94661693,5,NORTH CENTER,47,19
610342,Albert R Sabin Elementary Magnet School,2216 W Hirsch St ,Chicago,60622,Fulton Elementary Network,Probation,Level 3,No,Strong,67,-87.68304259,41.90684338,24,WEST TOWN,1,14
610524,Alcott High School for the Humanities,2957 N Hoyne Ave ,Chicago,60618,North-Northwest Side High School Network,Not on Probation,Not Enough Data,No,Strong,70,-87.68052441,41.93576106,5,NORTH CENTER,1,19
610209,Alessandro Volta Elementary School,4950 N Avers Ave ,Chicago,60625,O'Hare Elementary Network,Not on Probation,Level 2,No,Average,43,-87.72464139,41.97160605,14,ALBANY PARK,39,17
609799,Alexander Graham Bell Elementary School,3730 N Oakley Ave ,Chicago,60618,Ravenswood-Ridge Elementary Network,Not on Probation,Level 1,No,Very Strong,99,-87.68605496,41.94952795,5,NORTH CENTER,47,19
609947,Alexander Graham Elementary School,4436 S Union Ave ,Chicago,60609,Pershing Elementary Network,Not on Probation,Level 2,No,Average,49,-87.64338051,41.81329195,61,NEW CITY,11,9
609963,Alexander Hamilton Elementary School,1650 W Cornelia Ave ,Chicago,60657,Ravenswood-Ridge Elementary Network,Not on Probation,Level 2,No,Strong,73,-87.67085683,41.94524725,6,LAKE VIEW,32,19
610210,Alexander von Humboldt Elementary School,2620 W Hirsch St ,Chicago,60622,Fulton Elementary Network,Probation,Level 3,No,Weak,31,-87.69300325,41.90672216,24,WEST TOWN,26,14
609808,Alex Haley Elementary Academy,11411 S Eggleston Ave ,Chicago,60628,Rock Island Elementary Network,Not on Probation,Level 2,No,Weak,28,-87.63359476,41.68663682,49,ROSELAND,34,22
610028,Alfred David Kohn Elementary School,10414 S State St ,Chicago,60628,Rock Island Elementary Network,Probation,Level 3,No,Very Weak,19,-87.62360199,41.70485072,49,ROSELAND,34,5
610098,Alfred Nobel Elementary School,4127 W Hirsch St ,Chicago,60651,Garfield-Humboldt Elementary Network,Not on Probation,Level 2,No,Weak,37,-87.72993324,41.90612797,23,HUMBOLDT PARK,37,25
609788,Alice L Barnard Computer Math & Science Center Elementary School,10354 S Charles St ,Chicago,60643,Rock Island Elementary Network,Not on Probation,Level 1,No,Average,46,-87.65811642,41.70514024,72,BEVERLY,19,22
610334,Al Raby High School,3545 W Fulton Blvd ,Chicago,60624,West Side High School Network,Probation,Level 3,No,Average,52,-87.71539705,41.886183,27,EAST GARFIELD PARK,28,11
610131,Ambrose Plamondon Elementary School,2642 W 15th Pl ,Chicago,60608,Austin-North Lawndale Elementary Network,Not on Probation,Level 2,No,Average,45,-87.69250468,41.86028668,29,NORTH LAWNDALE,28,10
610316,Amelia Earhart Options for Knowledge Elementary School,1710 E 93rd St ,Chicago,60617,Skyway Elementary Network,Not on Probation,Level 2,No,Very Strong,81,-87.58217727,41.72613498,48,CALUMET HEIGHTS,8,4
609780,Ames Middle School,1920 N Hamlin Ave ,Chicago,60647,Fullerton Elementary Network,Probation,Level 2,No,Weak,38,-87.72177945,41.91605519,22,LOGAN SQUARE,26,25
610339,Amos Alonzo Stagg Elementary School,7424 S Morgan St ,Chicago,60621,Englewood-Gresham Elementary Network,Probation,Level 3,No,Weak,23,-87.6492534,41.75892669,68,ENGLEWOOD,17,7
610320,Ana Roque de Duprey Elementary School,2620 W Hirsch St ,Chicago,60622,Fulton Elementary Network,Probation,Level 2,Yes,Average,57,-87.69300325,41.90672216,24,WEST TOWN,26,14
609837,Andrew Carnegie Elementary School,1414 E 61st Pl ,Chicago,60637,Burnham Park Elementary Network,Probation,Level 3,No,Average,48,-87.59079649,41.78339577,42,WOODLAWN,20,3
610060,Andrew Jackson Elementary Language Academy,1340 W Harrison St ,Chicago,60607,Fulton Elementary Network,Not on Probation,Level 1,No,Very Strong,86,-87.66097599,41.87432724,28,NEAR WEST SIDE,2,12
609869,Anna R. Langford Community Academy,6010 S Throop St ,Chicago,60636,Englewood-Gresham Elementary Network,Probation,Level 2,No,Weak,31,-87.6572053,41.78465652,67,WEST ENGLEWOOD,16,7
610084,Annie Keller Elementary Gifted Magnet School,3020 W 108th St ,Chicago,60655,Rock Island Elementary Network,Not on Probation,Level 1,No,Very Strong,99,-87.6972638,41.69719792,74,MOUNT GREENWOOD,19,22
610229,A.N. Pritzker School,2009 W Schiller St ,Chicago,60622,Fulton Elementary Network,Not on Probation,Level 1,No,Average,59,-87.67779555,41.907025,24,WEST TOWN,1,14
610277,Anthony Overton Elementary School,221 E 49th St ,Chicago,60615,Burnham Park Elementary Network,Probation,Level 3,No,Weak,32,-87.62012252,41.80557578,38,GRAND BOULEVARD,3,2
609951,Ariel Elementary Community Academy,1119 E 46th St ,Chicago,60653,Burnham Park Elementary Network,Not on Probation,Level 2,No,NDA,,-87.5985003,41.81133445,39,KENWOOD,4,2
610161,Arna Wendell Bontemps Elementary School,1241 W 58th St ,Chicago,60636,Englewood-Gresham Elementary Network,Probation,Level 3,No,Weak,33,-87.65634499,41.78857298,67,WEST ENGLEWOOD,16,7
610171,Arnold Mireles Elementary Academy,9000 S Exchange Ave ,Chicago,60617,Skyway Elementary Network,Probation,Level 3,No,Weak,27,-87.55282373,41.73168217,46,SOUTH CHICAGO,10,4
610037,Arthur A Libby Elementary School,5300 S Loomis Blvd ,Chicago,60609,Pershing Elementary Network,Probation,Level 3,No,Weak,36,-87.65996858,41.79764784,61,NEW CITY,16,9
609887,Arthur Dixon Elementary School,8306 S Saint Lawrence Ave ,Chicago,60619,Skyway Elementary Network,Not on Probation,Level 2,No,Average,47,-87.61001515,41.74365776,44,CHATHAM,6,6
609836,Arthur E Canty Elementary School,3740 N Panama Ave ,Chicago,60634,O'Hare Elementary Network,Not on Probation,Level 1,No,Very Strong,87,-87.8293319,41.94799245,17,DUNNING,36,16
610268,Arthur R Ashe Elementary School,8505 S Ingleside Ave ,Chicago,60619,Skyway Elementary Network,Probation,Level 3,No,NDA,,-87.60113659,41.74015307,44,CHATHAM,8,6
609941,Asa Philip Randolph Elementary School,7316 S Hoyne Ave ,Chicago,60636,Englewood-Gresham Elementary Network,Probation,Level 3,No,Very Weak,15,-87.67600175,41.76059741,67,WEST ENGLEWOOD,17,7
610287,Ashburn Community Elementary School,8300 S Saint Louis Ave ,Chicago,60652,Midway Elementary Network,Not on Probation,Level 2,No,Average,48,-87.70964592,41.74233179,70,ASHBURN,18,8
609820,Augustus H Burley Elementary School,1630 W Barry Ave ,Chicago,60657,Ravenswood-Ridge Elementary Network,Not on Probation,Level 1,No,Very Strong,99,-87.66985204,41.93796493,6,LAKE VIEW,32,19
400018,Austin Business and Entrepreneurship Academy High School,231 N Pine Ave ,Chicago,60644,West Side High School Network,Probation,Level 3,No,Weak,38,-87.76321191,41.88520477,25,AUSTIN,28,15
610169,Austin O Sexton Elementary School,6020 S Langley Ave ,Chicago,60637,Burnham Park Elementary Network,Probation,Level 3,No,Weak,23,-87.60866927,41.78517099,42,WOODLAWN,20,3
610501,Austin Polytechnical Academy High School,231 N Pine Ave ,Chicago,60644,West Side High School Network,Probation,Level 2,No,Weak,38,-87.76321191,41.88520477,25,AUSTIN,28,15
609786,Avalon Park Elementary School,8045 S Kenwood Ave ,Chicago,60619,Skyway Elementary Network,Not on Probation,Level 2,No,Weak,32,-87.59161761,41.74826636,45,AVALON PARK,8,4
609871,Barbara Vick Early Childhood & Family Center,2554 W 113th St ,Chicago,60655,Rock Island Elementary Network,NDA,NDA,No,NDA,,-87.6856634,41.68821843,75,MORGAN PARK,19,22
609922,Belmont-Cragin Elementary School,2456 N Mango Ave ,Chicago,60639,Fullerton Elementary Network,Not on Probation,Level 2,No,Strong,75,-87.76984337,41.92559567,19,BELMONT CRAGIN,30,25
609764,Benito Juarez Community Academy High School,2150 S Laflin St ,Chicago,60608,West Side High School Network,Probation,Level 3,No,Average,46,-87.66376931,41.85267306,31,LOWER WEST SIDE,25,12
610265,Benjamin Banneker Elementary School,6656 S Normal Blvd ,Chicago,60621,Englewood-Gresham Elementary Network,Probation,Level 3,No,Weak,36,-87.63729464,41.77275433,68,ENGLEWOOD,6,7
610290,Benjamin E Mays Elementary Academy,838 W Marquette Rd ,Chicago,60621,Englewood-Gresham Elementary Network,Not on Probation,Level 2,No,Weak,27,-87.64612737,41.77256081,68,ENGLEWOOD,16,7
610076,Bernhard Moos Elementary School,1711 N California Ave ,Chicago,60647,Fulton Elementary Network,Probation,Level 2,No,Average,50,-87.69690545,41.9125311,24,WEST TOWN,1,14
610150,Betsy Ross Elementary School,6059 S Wabash Ave ,Chicago,60637,Burnham Park Elementary Network,Probation,Level 3,No,Weak,39,-87.62365383,41.78383382,40,WASHINGTON PARK,20,3
610175,Beulah Shoesmith Elementary School,1330 E 50th St ,Chicago,60615,Burnham Park Elementary Network,Probation,Level 2,No,Average,45,-87.59392226,41.80432122,39,KENWOOD,4,2
610087,Blair Early Childhood Center,6751 W 63rd Pl ,Chicago,60638,Midway Elementary Network,NDA,NDA,No,NDA,,-87.79056836,41.77652935,64,CLEARING,23,8
609969,Bret Harte Elementary School,1556 E 56th St ,Chicago,60637,Burnham Park Elementary Network,Probation,Level 3,No,Strong,63,-87.58686328,41.7934746,41,HYDE PARK,5,2
610106,Brian Piccolo Elementary Specialty School,1040 N Keeler Ave ,Chicago,60651,Garfield-Humboldt Elementary Network,Probation,Level 3,No,Weak,27,-87.73129753,41.9001461,23,HUMBOLDT PARK,37,11
610317,Brighton Park Elementary School,3825 S Washtenaw Ave ,Chicago,60632,Pershing Elementary Network,Not on Probation,Level 1,No,Average,55,-87.69204069,41.82391375,58,BRIGHTON PARK,12,9
610381,Bronzeville Scholastic Academy High School,4934 S Wabash Ave ,Chicago,60615,South Side High School Network,Probation,Level 3,No,Average,41,-87.62448408,41.80456384,38,GRAND BOULEVARD,3,2
609821,Burnham Elementary Inclusive Academy,1903 E 96th St ,Chicago,60617,Lake Calumet Elementary Network,Not on Probation,Level 1,No,Strong,61,-87.57759489,41.72050221,51,SOUTH DEERING,7,4
609827,Burnside Elementary Scholastic Academy,650 E 91st Pl ,Chicago,60619,Skyway Elementary Network,Probation,Level 2,No,Average,51,-87.60747108,41.72850759,44,CHATHAM,6,6
610353,Calmeca Academy of Fine Arts and Dual Language,3456 W 38th St ,Chicago,60632,Pershing Elementary Network,Not on Probation,Level 2,Yes,Average,58,-87.71160875,41.82440547,58,BRIGHTON PARK,12,9
609729,Carl Schurz High School,3601 N Milwaukee Ave ,Chicago,60641,North-Northwest Side High School Network,Probation,Level 3,No,Average,48,-87.73562542,41.94640794,16,IRVING PARK,38,17
610039,Carl von Linne Elementary School,3221 N Sacramento Ave ,Chicago,60618,Fullerton Elementary Network,Not on Probation,Level 1,No,Strong,68,-87.70259825,41.94001885,21,AVONDALE,33,17
610238,Carrie Jacobs Bond Elementary School,7050 S May St ,Chicago,60621,Englewood-Gresham Elementary Network,Probation,Level 2,No,Average,54,-87.65305514,41.76538639,68,ENGLEWOOD,17,7
609839,Carroll-Rosenwald Specialty Elementary School,2929 W 83rd St ,Chicago,60652,Midway Elementary Network,Not on Probation,Level 2,No,Weak,35,-87.696003,41.74248931,70,ASHBURN,18,8
610345,Carter G Woodson South Elementary School,4414 S Evans ,Chicago,60653,Burnham Park Elementary Network,Probation,Level 3,No,Weak,26,-87.60845505,41.81447955,38,GRAND BOULEVARD,3,2
610148,Cesar E Chavez Multicultural Academic Center Elementary School,4747 S Marshfield Ave ,Chicago,60609,Pershing Elementary Network,Not on Probation,Level 1,No,Average,54,-87.66600055,41.80715514,61,NEW CITY,20,9
609679,Charles Allen Prosser Career Academy High School,2148 N Long Ave ,Chicago,60639,North-Northwest Side High School Network,Not on Probation,Level 2,No,Average,59,-87.76108432,41.92003613,19,BELMONT CRAGIN,37,25
610005,Charles Evans Hughes Elementary School,4247 W 15th St ,Chicago,60623,Austin-North Lawndale Elementary Network,Probation,Level 3,No,Average,42,-87.73177486,41.86049033,29,NORTH LAWNDALE,24,10
609879,Charles Gates Dawes Elementary School,3810 W 81st Pl ,Chicago,60652,Midway Elementary Network,Not on Probation,Level 2,No,Average,44,-87.71738613,41.74510467,70,ASHBURN,18,8
609966,Charles G Hammond Elementary School,2819 W 21st Pl ,Chicago,60623,Pilsen-Little Village Elementary Network,Not on Probation,Level 2,No,Average,40,-87.69627777,41.85269133,30,SOUTH LAWNDALE,12,10
610366,Charles H Wacker Elementary School,9746 S Morgan St ,Chicago,60643,Rock Island Elementary Network,Probation,Level 2,No,Weak,32,-87.6480814,41.7162148,73,WASHINGTON HEIGHTS,21,22
610030,Charles Kozminski Elementary Community Academy,936 E 54th St ,Chicago,60615,Burnham Park Elementary Network,Probation,Level 3,No,Weak,36,-87.60246287,41.7980295,41,HYDE PARK,4,2
609996,Charles N Holden Elementary School,1104 W 31st St ,Chicago,60608,Pershing Elementary Network,Not on Probation,Level 2,No,Average,53,-87.65380002,41.83805473,60,BRIDGEPORT,11,9
609833,Charles P Caldwell Academy of Math & Science Elementary School,8546 S Cregier ,Chicago,60617,Skyway Elementary Network,Probation,Level 3,No,Weak,25,-87.58076569,41.73922735,45,AVALON PARK,8,4
609732,Charles P Steinmetz Academic Centre High School,3030 N Mobile Ave ,Chicago,60634,North-Northwest Side High School Network,Probation,Level 3,No,Weak,26,-87.78355194,41.93563171,19,BELMONT CRAGIN,36,25
609875,Charles R Darwin Elementary School,3116 W Belden Ave ,Chicago,60647,Fullerton Elementary Network,Not on Probation,Level 2,No,Average,58,-87.70543099,41.92334998,22,LOGAN SQUARE,26,14
609986,Charles R Henderson Elementary School,5650 S Wolcott Ave ,Chicago,60636,Englewood-Gresham Elementary Network,Probation,Level 3,No,Very Weak,16,-87.67192466,41.79061716,67,WEST ENGLEWOOD,15,7
609813,Charles S Brownell Elementary School,6741 S Michigan Ave ,Chicago,60637,Skyway Elementary Network,Not on Probation,Level 2,No,Weak,20,-87.62170972,41.77163474,69,GREATER GRAND CROSSING,20,3
609883,Charles S Deneen Elementary School,7240 S Wabash Ave ,Chicago,60619,AUSL Schools,Probation,Level 2,No,Average,55,-87.62338156,41.76250359,69,GREATER GRAND CROSSING,6,3
610194,Charles Sumner  Math & Science Community Acad Elementary School,4320 W 5th Ave ,Chicago,60624,Garfield-Humboldt Elementary Network,Probation,Level 3,No,Average,41,-87.73355414,41.87084922,26,WEST GARFIELD PARK,24,11
609897,Charles W Earle Elementary School,6121 S Hermitage Ave ,Chicago,60636,Englewood-Gresham Elementary Network,Probation,Level 2,No,Weak,24,-87.66777712,41.78230211,67,WEST ENGLEWOOD,15,7
610248,Chicago Academy Elementary School,3400 N Austin Ave ,Chicago,60634,AUSL Schools,Not on Probation,Level 1,No,Strong,66,-87.77650575,41.94215439,17,DUNNING,38,16
610340,Chicago Academy High School,3400 N Austin Ave ,Chicago,60634,AUSL Schools,Not on Probation,Level 2,No,Average,58,-87.77650575,41.94215439,17,DUNNING,38,16
609753,Chicago High School for Agricultural Sciences,3857 W 111th St ,Chicago,60655,Far South Side High School Network,Not on Probation,Level 1,No,Very Strong,87,-87.71773863,41.69119388,74,MOUNT GREENWOOD,19,22
609754,Chicago Military Academy High School,3519 S Giles Ave ,Chicago,60653,South Side High School Network,Not on Probation,Level 2,No,Weak,32,-87.61917837,41.83053768,35,DOUGLAS,2,2
609674,Chicago Vocational Career Academy High School,2100 E 87th St ,Chicago,60617,South Side High School Network,Probation,Level 3,No,Weak,27,-87.57324389,41.73720173,45,AVALON PARK,8,4
609899,Christian Ebinger Elementary School,7350 W Pratt Ave ,Chicago,60631,O'Hare Elementary Network,Not on Probation,Level 1,No,Strong,78,-87.81116435,42.00443557,9,EDISON PARK,41,16
609705,Christian Fenger Academy High School,11220 S Wallace St ,Chicago,60628,Far South Side High School Network,Probation,Level 3,No,Weak,36,-87.63760833,41.68993885,49,ROSELAND,34,22
609863,Christopher Columbus Elementary School,1003 N Leavitt St ,Chicago,60622,Fulton Elementary Network,Not on Probation,Level 1,No,Strong,66,-87.68190167,41.89958139,24,WEST TOWN,32,13
609790,Clara Barton Elementary School,7650 S Wolcott Ave ,Chicago,60620,Englewood-Gresham Elementary Network,Probation,Level 3,No,Weak,25,-87.67096453,41.75421962,71,AUBURN GRESHAM,18,6
610347,Claremont Academy Elementary School,2300 W 64th St ,Chicago,60636,Midway Elementary Network,Probation,Level 2,No,Weak,36,-87.68108634,41.77753754,66,CHICAGO LAWN,15,8
610499,Collins Academy High School,1313 S Sacramento Dr ,Chicago,60623,AUSL Schools,Not on Probation,Level 2,No,Strong,60,-87.70200761,41.86416169,29,NORTH LAWNDALE,24,10
610170,Columbia Explorers Elementary Academy,4520 S Kedzie Ave ,Chicago,60632,Pershing Elementary Network,Not on Probation,Level 2,No,Average,59,-87.70423481,41.81105689,58,BRIGHTON PARK,14,8
610004,Countee Cullen Elementary School,10650 S Eberhart Ave ,Chicago,60628,Rock Island Elementary Network,Probation,Level 3,No,Very Weak,14,-87.61128176,41.70036107,49,ROSELAND,9,5
609781,Crispus Attucks Elementary School,5055 S State St ,Chicago,60609,Burnham Park Elementary Network,Probation,Level 3,No,Average,45,-87.6257474,41.80214349,38,GRAND BOULEVARD,3,2
609873,Crown Community Academy of Fine Arts Center Elementary School,2128 S Saint Louis Ave ,Chicago,60623,Austin-North Lawndale Elementary Network,Probation,Level 2,No,Weak,27,-87.7125068,41.85266155,29,NORTH LAWNDALE,24,10
610063,Cyrus H McCormick Elementary School,2712 S Sawyer Ave ,Chicago,60623,Pilsen-Little Village Elementary Network,Not on Probation,Level 1,Yes,NDA,,-87.706336,41.84224508,30,SOUTH LAWNDALE,22,10
609804,Daniel Boone Elementary School,6710 N Washtenaw Ave ,Chicago,60645,Ravenswood-Ridge Elementary Network,Not on Probation,Level 1,No,Average,52,-87.69750011,42.00343519,2,WEST RIDGE,50,24
610083,Daniel C Beard Elementary School,6445 W Strong St ,Chicago,60656,O'Hare Elementary Network,Not Applicable,Not Enough Data,No,NDA,,-87.78963691,41.97009738,10,NORWOOD PARK,41,16
610380,Daniel Hale Williams Prep School of Medicine,4934 S Wabash Ave ,Chicago,60615,South Side High School Network,Not on Probation,Level 2,No,Average,50,-87.62448408,41.80456384,38,GRAND BOULEVARD,3,2
609870,Daniel J Corkery Elementary School,2510 S Kildare Ave ,Chicago,60623,Pilsen-Little Village Elementary Network,Not on Probation,Level 2,No,Weak,39,-87.73122946,41.84559878,30,SOUTH LAWNDALE,22,10
609835,Daniel R Cameron Elementary School,1234 N Monticello Ave ,Chicago,60651,Garfield-Humboldt Elementary Network,Probation,Level 3,No,Average,42,-87.71796315,41.90378521,23,HUMBOLDT PARK,26,25
610223,Daniel S Wentworth Elementary School,6950 S Sangamon St ,Chicago,60621,Englewood-Gresham Elementary Network,Probation,Level 3,No,Weak,30,-87.64825544,41.76728177,68,ENGLEWOOD,17,7
610221,Daniel Webster Elementary School,4055 W Arthington St ,Chicago,60624,Garfield-Humboldt Elementary Network,Not on Probation,Level 1,No,Average,48,-87.72748159,41.86988904,26,WEST GARFIELD PARK,24,11
609704,David G Farragut Career Academy High School,2345 S Christiana Ave ,Chicago,60623,West Side High School Network,Probation,Level 2,No,Average,43,-87.70866954,41.8485793,30,SOUTH LAWNDALE,22,10
610402,DeVry University Advantage Academy High School,3300 N Campbell ,Chicago,60618,North-Northwest Side High School Network,Not on Probation,Level 1,No,NDA,,-87.6907993,41.94142629,5,NORTH CENTER,47,19
609885,Dewey Elementary Academy of Fine Arts,5415 S Union Ave ,Chicago,60609,Pershing Elementary Network,Probation,Level 3,No,Average,41,-87.642615,41.7956493,61,NEW CITY,3,9
609859,DeWitt Clinton Elementary School,6110 N Fairfield Ave ,Chicago,60659,Ravenswood-Ridge Elementary Network,Not on Probation,Level 1,No,Average,47,-87.69839748,41.99256421,2,WEST RIDGE,50,24
610515,Disney II Magnet School,3815 N Kedvale Ave ,Chicago,60641,O'Hare Elementary Network,Not on Probation,Level 1,No,NDA,,-87.73060545,41.95048055,16,IRVING PARK,38,17
610077,Donald Morrill Math & Science Elementary School,6011 S Rockwell St ,Chicago,60629,Midway Elementary Network,Probation,Level 3,No,Weak,28,-87.68851192,41.78428993,66,CHICAGO LAWN,15,8
610198,Douglas Taylor Elementary School,9912 S Avenue H ,Chicago,60617,Lake Calumet Elementary Network,Not on Probation,Level 2,No,Weak,34,-87.5330074,41.71544589,52,EAST SIDE,10,4
610533,Dr Jorge Prieto Math and Science,2231 N Central Ave ,Chicago,60639,Fullerton Elementary Network,Not on Probation,Not Enough Data,No,NDA,,-87.7657438,41.92131717,19,BELMONT CRAGIN,37,25
609751,Dr  Martin Luther King  Jr  College Prep High School,4445 S Drexel Blvd ,Chicago,60653,South Side High School Network,Not on Probation,Level 1,No,NDA,,-87.60383761,41.81369471,39,KENWOOD,4,2
610266,Dumas Technology Academy,6650 S Ellis Ave ,Chicago,60637,Burnham Park Elementary Network,Probation,Level 3,No,Very Weak,19,-87.60105531,41.77350389,42,WOODLAWN,5,3
610188,Dunne Technology Academy,10845 S Union Ave ,Chicago,60628,Rock Island Elementary Network,Not on Probation,Level 1,No,Average,46,-87.63993763,41.69651565,49,ROSELAND,34,22
610352,Durkin Park Elementary School,8445 S Kolin Ave ,Chicago,60652,Midway Elementary Network,Not on Probation,Level 1,No,Strong,61,-87.72991927,41.73886352,70,ASHBURN,18,8
610254,Dvorak Technology Academy,3615 W 16th St ,Chicago,60623,Austin-North Lawndale Elementary Network,Probation,Level 3,No,Average,46,-87.71574626,41.85885599,29,NORTH LAWNDALE,24,10
609736,Dyett High School,555 E 51st St ,Chicago,60615,South Side High School Network,Probation,Level 3,No,Weak,27,-87.61192836,41.80204982,40,WASHINGTON PARK,4,2
610132,Edgar Allan Poe Elementary Classical School,10538 S Langley Ave ,Chicago,60628,Lake Calumet Elementary Network,Not on Probation,Level 1,No,Very Strong,99,-87.60645552,41.70261965,50,PULLMAN,9,5
609901,Edgebrook Elementary School,6525 N Hiawatha Ave ,Chicago,60646,O'Hare Elementary Network,Not on Probation,Level 1,No,Very Strong,99,-87.7618211,41.99946016,12,FOREST GLEN,41,16
610523,Edison Park Elementary School,6220 N Olcott Ave ,Chicago,60631,O'Hare Elementary Network,Not on Probation,Level 1,No,Very Strong,95,-87.81380814,41.99422812,10,NORWOOD PARK,41,16
609819,Edmond Burke Elementary School,5356 S King Dr ,Chicago,60615,Burnham Park Elementary Network,Probation,Level 3,No,Very Weak,1,-87.61617809,41.79679285,40,WASHINGTON PARK,3,2
609815,Edward A Bouchet Math & Science Academy Elementary School,7355 S Jeffery Blvd ,Chicago,60649,Skyway Elementary Network,Probation,Level 3,No,Weak,33,-87.57603849,41.76086093,43,SOUTH SHORE,5,3
610246,Edward Beasley Elementary Magnet Academic Center,5255 S State St ,Chicago,60609,Burnham Park Elementary Network,Not on Probation,Level 1,No,Average,47,-87.62565509,41.79847228,40,WASHINGTON PARK,3,2
609881,Edward C Delano Elementary School,3937 W Wilcox St ,Chicago,60624,Garfield-Humboldt Elementary Network,Probation,Level 2,No,Weak,38,-87.72464875,41.87877166,26,WEST GARFIELD PARK,28,11
609862,Edward Coles Elementary Language Academy,8441 S Yates Blvd ,Chicago,60617,Skyway Elementary Network,Probation,Level 2,No,Weak,22,-87.56593332,41.74142687,46,SOUTH CHICAGO,7,4
