ID,CASE_NUMBER,BLOCK,IUCR,PRIMARY_TYPE,DESCRIPTION,LOCATION_DESCRIPTION,ARREST,DOMESTIC,BEAT,DISTRICT,WARD,COMMUNITY_AREA_NUMBER,FBICODE,YEAR,LONGITUDE,LATITUDE
3512276,HK587712,047XX S KEDZIE AVE,890,THEFT,FROM BUILDING,SMALL RETAIL STORE,FALSE,FALSE,911,9,14,58,6,2004,-87.70395585,41.8074405
3406613,HK456306,009XX N CENTRAL PARK AVE,820,THEFT,$500 AND UNDER,OTHER,FALSE,FALSE,1112,11,27,23,6,2004,-87.71640551,41.89827996
8002131,HT233595,043XX S WABASH AVE,820,THEFT,$500 AND UNDER,NURSING HOME/RETIREMENT HOME,FALSE,FALSE,221,2,3,38,6,2011,-87.62464213,41.81593313
7903289,HT133522,083XX S KINGSTON AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,423,4,7,46,6,2010,-87.56246276,41.74366532
10402076,HZ138551,033XX W 66TH ST,820,THEFT,$500 AND UNDER,ALLEY,FALSE,FALSE,831,8,15,66,6,2016,-87.70648047,41.7734553
7732712,HS540106,006XX W CHICAGO AVE,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1323,12,27,24,6,2010,-87.64493868,41.89644677
10769475,HZ534771,050XX N KEDZIE AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1713,17,33,14,6,2016,-87.70860008,41.97284491
4494340,HL793243,005XX E PERSHING RD,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,213,2,3,38,6,2005,-87.61350386,41.82387989
3778925,HL149610,100XX S WASHTENAW AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,2211,22,19,72,6,2005,-87.6891791,41.71128051
3324217,HK361551,033XX W BELMONT AVE,820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,FALSE,FALSE,1733,17,35,21,6,2004,-87.71092344,41.93929582
9902691,HX552797,076XX S CICERO AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,833,8,13,65,6,2014,-87.74152854,41.75459296
7947964,HT180228,012XX S HALSTED ST,820,THEFT,$500 AND UNDER,BAR OR TAVERN,FALSE,FALSE,1232,12,25,28,6,2011,-87.64687598,41.86576126
8568365,HV243612,108XX S EMERALD AVE,820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,2233,22,34,49,6,2012,-87.64131567,41.69715437
5343947,HN200365,011XX S CANAL ST,842,THEFT,AGG: FINANCIAL ID THEFT,OTHER,FALSE,FALSE,131,1,2,28,6,2007,-87.63922391,41.86824272
3121541,HK108680,038XX W FLOURNOY ST,890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1133,11,24,26,6,2003,-87.72178565,41.87258418
10209850,HY396729,026XX N ELSTON AVE,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1432,14,1,22,6,2015,-87.68427378,41.92974382
6866556,HR271603,089XX S STONY ISLAND AVE,860,THEFT,RETAIL THEFT,OTHER,TRUE,FALSE,413,4,8,48,6,2009,-87.58511413,41.73273081
9681782,HX332132,079XX S STATE ST,820,THEFT,$500 AND UNDER,CTA PLATFORM,FALSE,FALSE,623,6,6,44,6,2014,-87.62453842,41.75077211
9166453,HW303994,055XX W GLADYS AVE,810,THEFT,OVER $500,VACANT LOT/LAND,FALSE,FALSE,1522,15,29,25,6,2013,-87.76256886,41.87565911
7762423,HS569246,058XX W ARTHINGTON ST,880,THEFT,PURSE-SNATCHING,SIDEWALK,FALSE,FALSE,1513,15,29,25,6,2010,-87.77018245,41.8691736
10046030,HY234744,008XX N MICHIGAN AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,1833,18,42,8,6,2015,-87.62409563,41.89798294
6233210,HP320451,0000X S STATE ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,123,1,42,32,6,2008,-87.62775808,41.8815977
5677874,HN484464,0000X E 69TH ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,322,3,20,69,6,2007,-87.62244037,41.76920358
11230490,JB151690,036XX S ARCHER AVE,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,912,9,11,59,6,2018,-87.68256806,41.82737375
7172285,HR582990,060XX S HALSTED ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,712,7,16,68,6,2009,-87.64491718,41.78512289
7125811,HR535632,044XX N ELSTON AVE,820,THEFT,$500 AND UNDER,ATHLETIC CLUB,FALSE,FALSE,1722,17,39,14,6,2009,-87.7310293,41.96184525
2219750,HH486939,100XX W OHARE ST,870,THEFT,POCKET-PICKING,AIRPORT/AIRCRAFT,FALSE,FALSE,1651,16,41,76,6,2002,-87.90522722,41.97629041
9296677,HW441620,066XX S WESTERN AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,832,8,15,66,6,2013,-87.68347884,41.773204
2889910,HJ561433,104XX S HALSTED ST,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2233,22,34,73,6,2003,-87.64275716,41.70445472
7173960,HR583513,079XX S PARNELL AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,621,6,17,44,6,2009,-87.63792916,41.750102
9859793,HX509438,002XX S MICHIGAN AVE,890,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,113,1,42,32,6,2014,-87.62434115,41.87910409
7868443,HS681158,036XX S GILES AVE,810,THEFT,OVER $500,APARTMENT,FALSE,FALSE,212,2,2,35,6,2010,-87.61927867,41.8285016
3314082,HK350670,031XX N BROADWAY,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,2332,19,44,6,6,2004,-87.64438351,41.93953877
1516518,G256545,045XX S DAMEN AV,820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,TRUE,FALSE,914,9,,,6,2001,-87.6754139,41.81083442
10952376,JA272438,028XX W 21ST ST,820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,1023,10,12,30,6,2017,-87.69742748,41.85372509
2000970,HH201585,024XX N MILWAUKEE AV,810,THEFT,OVER $500,BAR OR TAVERN,FALSE,FALSE,1414,14,,,6,2002,-87.70095228,41.92511408
1476982,G212935,007XX N GREEN ST,850,THEFT,ATTEMPT THEFT,MOVIE HOUSE/THEATER,FALSE,FALSE,1323,12,,,6,2001,-87.64878026,41.89614043
4273693,HL590300,009XX N SACRAMENTO BLVD,810,THEFT,OVER $500,STREET,FALSE,FALSE,1311,12,26,23,6,2005,-87.70245104,41.89867615
4067549,HL409680,069XX S SANGAMON ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,733,7,17,68,6,2005,-87.64813561,41.76833059
4718689,HM324025,0000X W ELM ST,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,1824,18,42,8,6,2006,-87.63077557,41.903142
1845995,G662598,0000X N STATE ST,820,THEFT,$500 AND UNDER,DEPARTMENT STORE,TRUE,FALSE,122,1,,,6,2001,-87.62771491,41.88285155
8678872,HV353560,072XX S PAXTON AVE,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,333,3,5,43,6,2012,-87.57132336,41.76346691
6855661,HR261581,017XX W CERMAK RD,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,1034,10,25,31,6,2009,-87.66908723,41.85227488
4385612,HL680775,017XX N HERMITAGE AVE,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1433,14,32,24,6,2005,-87.67142355,41.91329017
4929211,HM543491,021XX W ROSCOE ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1913,19,32,5,6,2006,-87.68251667,41.94316683
9978032,HY167451,063XX S YALE AVE,820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,722,7,20,68,6,2015,-87.63182661,41.77979388
10190267,HY377901,026XX N MILWAUKEE AVE,810,THEFT,OVER $500,SIDEWALK,FALSE,FALSE,1412,14,35,22,6,2015,-87.70766234,41.92923973
9575333,HX225704,002XX W MONROE ST,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,122,1,2,32,6,2014,-87.63439665,41.88065311
2688426,HJ308632,017XX N AUSTIN AVE,810,THEFT,OVER $500,RESIDENCE-GARAGE,FALSE,FALSE,2531,25,29,25,6,2003,-87.77530779,41.91179756
8854340,HV528008,029XX N LAKE SHORE DR,890,THEFT,FROM BUILDING,NURSING HOME/RETIREMENT HOME,FALSE,FALSE,1934,19,44,6,6,2012,-87.63678016,41.93604616
3704662,HK801112,055XX S WELLS ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,711,7,3,68,6,2004,-87.63180984,41.79344111
7724785,HS532107,065XX S ST LAWRENCE AVE,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,321,3,20,42,6,2010,-87.61069831,41.77579347
10943516,JA261898,0000X N LATROBE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1522,15,28,25,6,2017,-87.75631908,41.88140727
11185089,JA559176,019XX S MILLARD AVE,810,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,1014,10,24,29,6,2017,-87.71630954,41.85481053
11072808,JA412895,011XX N KARLOV AVE,810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1111,11,37,23,6,2017,-87.728728,41.90148766
10084732,HY273740,004XX N STATE ST,820,THEFT,$500 AND UNDER,BAR OR TAVERN,FALSE,FALSE,1831,18,42,8,6,2015,-87.62799483,41.88945317
10485657,HZ224258,017XX N LUNA AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2532,25,37,25,6,2016,-87.76431002,41.91199331
2963994,HJ652747,022XX W HARRISON ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1211,12,2,28,6,2003,-87.68195253,41.87395682
1340847,G040244,063XX N NAGLE AV,820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,TRUE,FALSE,1611,16,,,6,2001,-87.78763989,41.99598354
2771112,HJ415128,037XX S WOLCOTT AVE,810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,FALSE,FALSE,922,9,11,59,6,2003,-87.67272382,41.82631315
8861185,HV534721,017XX W FULLERTON AVE,820,THEFT,$500 AND UNDER,DEPARTMENT STORE,FALSE,FALSE,1811,18,32,7,6,2012,-87.67229367,41.92509811
11143628,JA503725,058XX S ASHLAND AVE,820,THEFT,$500 AND UNDER,STREET,TRUE,FALSE,713,7,15,67,6,2017,-87.66441195,41.78732372
5214424,HM803061,029XX N ASHLAND AVE,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,TRUE,FALSE,1931,19,32,6,6,2006,-87.66850434,41.93543292
5931425,HN731220,003XX S WACKER DR,890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,111,1,2,32,6,2007,-87.63688469,41.87776207
6622100,HP691879,046XX S DREXEL BLVD,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,2123,2,4,39,6,2008,-87.60392245,41.81080062
8863261,HV537004,054XX N ASHLAND AVE,810,THEFT,OVER $500,OTHER,FALSE,TRUE,2012,20,40,77,6,2012,-87.6697502,41.98115315
6731976,HR149903,010XX W BELMONT AVE,890,THEFT,FROM BUILDING,TAVERN/LIQUOR STORE,FALSE,FALSE,1924,19,44,6,6,2009,-87.65441005,41.93990585
9664739,HX314361,018XX W 22ND PL,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1034,10,25,31,6,2014,-87.67231838,41.85145378
8670090,HV345270,013XX W 51ST ST,890,THEFT,FROM BUILDING,CONSTRUCTION SITE,FALSE,FALSE,933,9,16,61,6,2012,-87.65917869,41.80139327
7505841,HS308747,004XX E 95TH ST,890,THEFT,FROM BUILDING,GAS STATION,FALSE,FALSE,633,6,9,49,6,2010,-87.61384102,41.72189586
3637126,HK728309,008XX N KEDZIE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1121,11,27,23,6,2004,-87.70656663,41.89587761
4153041,HL005270,008XX N CICERO AVE,820,THEFT,$500 AND UNDER,GAS STATION,FALSE,FALSE,1111,11,37,25,6,2005,-87.74581479,41.8952399
10102551,HY291329,028XX W DEVON AVE,860,THEFT,RETAIL THEFT,DRUG STORE,FALSE,FALSE,2413,24,50,2,6,2015,-87.70046744,41.9975448
2988938,HJ678713,050XX S KEDZIE AVE,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,821,8,14,63,6,2003,-87.70380602,41.80213772
10225755,HY412959,065XX S HOYNE AVE,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,726,7,15,67,6,2015,-87.67622207,41.77481479
9499852,HX155070,002XX E MARQUETTE RD,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,322,3,20,69,6,2014,-87.61960616,41.77289355
8727329,HV402967,062XX S MC VICKER AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,812,8,23,64,6,2012,-87.77276701,41.77917942
9682442,HX332979,042XX W 55TH ST,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,TRUE,813,8,13,62,6,2014,-87.72983895,41.79314445
3013050,HJ710634,070XX S WESTERN AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,832,8,17,66,6,2003,-87.6832691,41.76565599
9509922,HX165034,109XX S CHURCH ST,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,2212,22,19,75,6,2014,-87.66330302,41.69442233
6980726,HR385117,076XX S CICERO AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,FALSE,833,8,13,65,6,2009,-87.74152854,41.75459296
7428379,HS230912,113XX S NORMAL AVE,890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2233,22,34,49,6,2010,-87.63500028,41.68826295
3808095,HL177398,026XX N ELSTON AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,1432,14,1,22,6,2005,-87.68427378,41.92974382
2405698,HH702524,025XX W FLOURNOY ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1135,11,2,28,6,2002,-87.69047017,41.8729373
11048967,JA384163,028XX N Maplewood Ave,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,1411,14,1,21,6,2017,-87.69159758,41.93307805
2975480,HJ672058,016XX N OAKLEY AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1434,14,1,24,6,2003,-87.68481506,41.91149502
8134254,HT368471,069XX N WOLCOTT AVE,890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2424,24,49,1,6,2011,-87.67799561,42.00701239
10012707,HY202462,056XX W BYRON ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1633,16,38,15,6,2015,-87.76782401,41.95132446
9704121,HX354359,032XX S KEDZIE AVE,820,THEFT,$500 AND UNDER,CTA BUS,FALSE,FALSE,1033,10,12,30,6,2014,-87.70475217,41.83478608
10409937,HZ146741,006XX W 87TH ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,622,6,21,71,6,2016,-87.64036804,41.7362964
1612358,G376790,0000X S STATE ST,820,THEFT,$500 AND UNDER,DEPARTMENT STORE,TRUE,FALSE,123,1,,,6,2001,-87.62765089,41.88199496
9612532,HX262353,084XX W BRYN MAWR AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1614,16,41,76,6,2014,-87.83803283,41.98109971
6231712,HP317516,061XX S NARRAGANSETT AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,812,8,23,64,6,2008,-87.78137324,41.7807332
10585295,HZ335434,040XX N KEDVALE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1722,17,39,16,6,2016,-87.73087472,41.95483572
7865597,HS678732,063XX S HALSTED ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,723,7,20,68,6,2010,-87.64477419,41.77929591
4029579,HL382289,001XX E GRAND AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1834,18,42,8,6,2005,-87.62344844,41.89174678
4778195,HM392612,057XX N MAGNOLIA AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2013,20,48,77,6,2006,-87.6614236,41.98603604
2522757,HH869886,048XX W NORTH AVE,820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,TRUE,FALSE,2533,25,37,25,6,2002,-87.74701658,41.90961488
